user_id,stay_lat,stay_lon,arrival_time,departure_time,dwell_time_minutes,lat,lon,cluster_label
1,18.16360572761714,92.23926688651588,2023-01-01 00:00:00.000000,2023-01-01 06:47:04.609533,407.07682555,18.16360572761714,92.23926688651588,0
1,18.936144818405754,75.01688181570216,2023-01-01 08:02:19.609533,2023-01-01 08:08:34.609533,6.25,18.936144818405754,75.01688181570216,1
1,18.932398303319914,75.00962728440665,2023-01-01 08:09:34.609533,2023-01-01 12:49:11.657768,279.61747058333333,18.932398303319914,75.00962728440665,1
1,18.1643006873746,92.23189701988683,2023-01-01 14:04:26.657768,2023-01-01 14:12:41.657768,8.25,18.1643006873746,92.23189701988683,0
1,18.163654444101915,92.239277225003,2023-01-01 14:13:41.657768,2023-01-01 17:34:41.657768,201.0,18.163654444101915,92.239277225003,0
1,18.163311037123126,92.23923458767919,2023-01-01 17:35:41.657768,2023-01-02 08:03:32.668672,867.8501817333333,18.163311037123126,92.23923458767919,0
1,15.639061872380864,90.30554620889123,2023-01-02 08:17:02.668672,2023-01-02 11:49:11.064148,212.1399246,15.639061872380864,90.30554620889123,2
1,15.665881005617553,86.17180757021862,2023-01-02 12:14:11.064148,2023-01-02 13:51:00.912202,96.8308009,15.665881005617553,86.17180757021862,3
1,15.63972889972084,90.30452192366718,2023-01-02 14:54:00.912202,2023-01-02 19:38:58.930376,284.9669695666667,15.63972889972084,90.30452192366718,2
1,19.07543709539862,79.74161112760886,2023-01-02 20:29:28.930376,2023-01-02 21:09:21.998070,39.884461566666666,19.07543709539862,79.74161112760886,4
1,18.163427886127153,92.23956555544525,2023-01-02 22:03:51.998070,2023-01-03 04:19:00.000000,375.1333655,18.163427886127153,92.23956555544525,0
1,18.162936652020786,92.23972813382629,2023-01-03 04:20:00.000000,2023-01-03 07:04:34.201157,164.57001928333332,18.162936652020786,92.23972813382629,0
1,15.638999062870887,90.30508949655461,2023-01-03 07:18:34.201157,2023-01-03 11:06:14.944973,227.6790636,15.638999062870887,90.30508949655461,2
1,18.926772797758744,75.01830058117888,2023-01-03 15:07:59.944973,2023-01-03 15:18:59.944973,11.0,18.926772797758744,75.01830058117888,1
1,18.930959885328786,75.01095480446203,2023-01-03 15:19:59.944973,2023-01-03 16:14:46.657700,54.77854545,18.930959885328786,75.01095480446203,1
1,15.63861762188134,90.30504286539696,2023-01-03 18:16:01.657700,2023-01-03 18:55:16.657700,39.25,15.63861762188134,90.30504286539696,2
1,15.640053310814562,90.30481078587223,2023-01-03 18:56:16.657700,2023-01-03 22:20:55.210050,204.6425391666667,15.640053310814562,90.30481078587223,2
1,18.163054366966815,92.23941200401664,2023-01-03 22:38:25.210050,2023-01-04 07:09:41.537800,511.2721291666667,18.163054366966815,92.23941200401664,0
1,15.639599380256552,90.30552819424074,2023-01-04 07:25:26.537800,2023-01-04 11:36:45.907564,251.3228294,15.639599380256552,90.30552819424074,2
1,24.243694279191082,73.00070528688764,2023-01-04 13:32:00.907564,2023-01-04 14:45:00.544303,72.99394564999999,24.243694279191082,73.00070528688764,5
1,15.639690512561256,90.30559642769107,2023-01-04 20:41:15.544303,2023-01-04 23:08:00.544303,146.75,15.639690512561256,90.30559642769107,2
1,15.638462112003074,90.30537993095105,2023-01-04 23:09:00.544303,2023-01-04 23:59:00.544303,50.0,15.638462112003074,90.30537993095105,2
1,18.161139541519127,92.2355174846602,2023-01-05 02:47:41.570346,2023-01-05 03:02:00.000000,14.3071609,18.161139541519127,92.2355174846602,0
1,18.16364102972453,92.23937289888882,2023-01-05 03:03:00.000000,2023-01-05 07:56:21.210052,293.35350086666665,18.16364102972453,92.23937289888882,0
1,15.639395986300556,90.30508409818862,2023-01-05 08:12:51.210052,2023-01-05 12:26:29.418907,253.63681425,15.639395986300556,90.30508409818862,2
1,18.92902135958466,75.01114767266705,2023-01-05 13:53:44.418907,2023-01-05 14:13:59.418907,20.25,18.92902135958466,75.01114767266705,1
1,18.9323180363718,75.00948783057314,2023-01-05 14:14:59.418907,2023-01-05 14:59:44.888929,44.7578337,18.9323180363718,75.00948783057314,1
1,15.640163302996166,90.30502027720416,2023-01-05 17:53:29.888929,2023-01-05 22:01:44.495580,248.2434441833333,15.640163302996166,90.30502027720416,2
1,19.07355530993305,79.74485688883382,2023-01-05 22:52:14.495580,2023-01-05 23:09:29.495580,17.25,19.07355530993305,79.74485688883382,4
1,19.07554975839455,79.7428520843413,2023-01-05 23:10:29.495580,2023-01-06 00:00:30.634939,50.01898931666666,19.07554975839455,79.7428520843413,4
1,18.163164748192365,92.2392777484207,2023-01-06 00:55:00.000000,2023-01-06 07:37:40.431008,402.6738501333333,18.163164748192365,92.2392777484207,0
1,15.638536097375296,90.3050626417007,2023-01-06 07:49:25.431008,2023-01-06 12:03:02.123223,253.6115369166667,15.638536097375296,90.3050626417007,2
1,19.07615969215508,79.75163144113276,2023-01-06 13:06:47.123223,2023-01-06 13:13:02.123223,6.25,19.07615969215508,79.75163144113276,4
1,19.07687279375184,79.7428001887996,2023-01-06 13:14:02.123223,2023-01-06 14:14:06.822512,60.07832148333333,19.07687279375184,79.7428001887996,4
1,15.639624650897842,90.30445901647116,2023-01-06 17:28:06.822512,2023-01-06 18:48:51.822512,80.75,15.639624650897842,90.30445901647116,2
1,15.639103206820659,90.30622822169236,2023-01-06 18:49:51.822512,2023-01-06 21:08:58.811942,139.1164905,15.639103206820659,90.30622822169236,2
1,18.158936884277413,92.23613226225525,2023-01-06 21:25:58.811942,2023-01-06 21:32:13.811942,6.25,18.158936884277413,92.23613226225525,0
1,18.163693178581525,92.23972557736467,2023-01-06 21:33:13.811942,2023-01-07 07:45:12.187165,611.9729203833334,18.163693178581525,92.23972557736467,0
1,19.077287941708736,79.7433990533012,2023-01-07 08:39:42.187165,2023-01-07 09:55:57.187165,76.25,19.077287941708736,79.7433990533012,4
1,19.076608264361397,79.74312795097134,2023-01-07 09:56:57.187165,2023-01-07 11:02:15.886305,65.31165233333334,19.076608264361397,79.74312795097134,4
