trajectory_id,user_id,total_distance_km,duration_minutes,average_speed_kmh,max_speed_kmh,start_lat,start_lon,end_lat,end_lon,straight_line_distance,sinuosity
10_1,10,3531.9737343256147,76318.15896794999,2.7767758935135287,48.132297852652115,40.008292007776646,116.53490407843438,40.00818352690423,116.53486985618774,0.012409672657737552,284614.57701089274
1_1,1,352.19577606315505,5759.009071716666,3.6693372593508133,33.87188153682766,39.92498956988096,116.53271608238292,39.87795586920461,116.49927521439548,5.957291005935384,59.120122839769685
1_2,1,4.449751889899036,12.5,21.358809071515374,26.899198483043847,39.877815976820685,116.49833195565412,39.86134080150886,116.45263116334672,4.309043912982588,1.032654106051812
1_3,1,401.12939724935995,7060.228365433333,3.408921438405116,198.52778364764288,39.86230095867656,116.45403254685782,39.87817600576854,116.49945294395638,4.25927647335393,94.17782568443934
1_4,1,1098.555802407219,21527.76162865,3.061783629967039,457.46051159168763,39.92488783303028,116.53271983560523,39.8780304746763,116.49932270856254,5.9382935487988755,184.99519994753734
1_5,1,29.018943513796433,51.31268609999999,33.93189371210458,630.1831310181493,39.92463940226063,116.53277409913022,39.94173366919435,116.3165589339292,18.532999981459092,1.5657984968881324
1_6,1,1562.7323808396393,28495.915542783332,3.290434473305573,3469.176605514049,39.92462575813544,116.53273902006312,39.87807772020538,116.49931784483988,5.909129896091878,264.4606580527505
1_7,1,114.04976984595021,1419.4727429166667,4.820794358260351,1039.68514793781,39.92502371448138,116.5326985309701,39.87794470667327,116.49939068337392,5.956292974551736,19.14777703736668
1_8,1,120.21119752155963,1417.0375390666666,5.089965263760205,1186.6920501409281,39.925015814339865,116.53250992824844,39.924719806907184,116.53261492883904,0.03411065325518628,3524.154070643088
2_1,2,298.52213762913505,4404.0495384999995,4.067013347867251,466.04562970213425,39.95474669509399,116.5135158319424,39.91207153000086,116.32077256949982,17.105294754723985,17.452031193247453
2_2,2,1767.12361415554,34452.471631450004,3.077498125056,47.521170574778736,39.91234913673077,116.3219273486457,39.99688227526319,116.5631926112407,22.61104819008992,78.15310459291504
2_3,2,855.0082220456728,15707.936849766667,3.265896330841336,503.37802015516263,39.95482752378985,116.5134619382888,39.99656973092296,116.56332242626786,6.292429137539506,135.8788797389623
2_4,2,120.37013545071214,1395.1206696000002,5.1767623291779,521.3978006878807,39.95481370936967,116.513488001046,39.92815487550517,116.41341745436496,9.031661089185985,13.327574436427508
2_5,2,1100.1583506458533,18748.677207216668,3.5207551076373047,4292.062695935669,39.92860166750812,116.41543388124757,39.95478764390381,116.51351324726951,8.854030930121368,124.25508328676831
3_1,3,1878.7914237057848,38916.36956651667,2.8966598549145477,127.56466306068981,39.898612071182825,116.50321330026512,39.99985936491467,116.22935035720536,25.91789331809635,72.49012875571866
3_2,3,1419.4622741753205,27341.004254283333,3.115018587408931,2562.902063458491,39.89871900582632,116.50316141615887,39.882772947992194,116.24623020298736,21.99203226257806,64.54438849613261
3_3,3,166.62732177193826,4178.397582716667,2.3926969869191184,153.2083258446357,39.88299672361537,116.24831193363715,39.89872361454294,116.5030854689561,21.806547554659765,7.641160131115401
4_1,4,377.10804614206825,7199.174074216667,3.1429275824235514,40.272355727485646,39.86088055092589,116.40547212563564,39.81055064570212,116.41191026879912,5.623363934597663,67.06093550551061
4_2,4,340.0683637203176,7127.293377766667,2.862812114184736,150.7842160518697,39.81133998120386,116.41200054297823,39.81062012180588,116.41200329438578,0.08004505795388923,4248.461709106607
4_3,4,27.120818755531282,80.25,20.27724766768694,30.68554228981274,39.81132004284529,116.41229921036576,40.04608811361243,116.48874967516926,26.90664219414875,1.0079599884607344
4_4,4,1430.2570707934678,28593.974109733335,3.0011716426083166,175.8061647151126,40.04532529173372,116.48823631144803,39.81047019227706,116.41214932264003,26.90856004985966,53.152493784256855
4_5,4,9.177924014681828,26.5,20.780205316260744,86.02931976297018,39.81143391644216,116.41195587674032,39.89157148105986,116.40286006415668,8.944655989398933,1.0260790382055343
4_6,4,825.1712469496582,14315.277823,3.458561924479912,543.7206330307494,39.86079423438933,116.40558378716534,39.86072600210314,116.4054514104857,0.013609835435145228,60630.508787695195
5_1,5,329.118014091885,5759.201266533333,3.428788113425244,44.15720264265133,40.01683755457392,116.2654207595536,39.98004525794214,116.22541147017746,5.324682060373529,61.80989031085871
5_2,5,941.1925551134698,17229.95647815,3.277521529344664,990.7203523567081,40.01669970623109,116.26589256786475,39.97999611771993,116.22535088590476,5.346291449694807,176.04587478432322
5_3,5,96.89088535046237,1398.9666505999999,4.155533742376505,244.60568991525915,40.0166445440771,116.26545637879714,39.97991797978108,116.22535878050488,5.323896364855685,18.199243319246843
5_4,5,1986.3359718876563,38798.8010323,3.0717484855792816,1149.0643058416622,40.01687176754888,116.26555028807395,40.01690609716033,116.26564541591203,0.008955331556018303,221804.84993353122
6_1,6,3583.8058116701723,69118.04909403334,3.1110303534127497,99.24094453310038,40.04956086325392,116.23552257030268,40.04964258015593,116.23560407079562,0.011431935036066121,313490.74328744673
7_1,7,3572.3847819613798,79198.63997179999,2.7063985820211465,196.59102954661867,40.00164741091129,116.4104016934653,40.001466292329866,116.4104304645506,0.020288024595367313,176083.42128967642
8_1,8,2687.766982317084,54718.568658816665,2.9471900104799373,192.65381239948988,39.91848362680361,116.32507244994278,39.91870644840159,116.32515283682278,0.02570758188169274,104551.52859908369
9_1,9,2435.649625537812,44638.960145649995,3.273798875588498,94.1351433402584,39.96227796185011,116.527771223812,39.962328259449926,116.52758371875484,0.01693096525286643,143857.69441736076
