user_id,stay_lat,stay_lon,arrival_time,departure_time,dwell_time_minutes
1,39.92491321579597,116.53274699209582,2023-01-01 00:00:00.000000,2023-01-01 06:47:04.609533,407.07682554999997
1,39.93924462850933,116.23512651342611,2023-01-01 08:02:19.609533,2023-01-01 08:08:34.609533,6.25
1,39.93917512671379,116.23500114768453,2023-01-01 08:09:34.609533,2023-01-01 12:49:11.657768,279.61747058333333
1,39.92492610803045,116.53261963324135,2023-01-01 14:04:26.657768,2023-01-01 14:12:41.657768,8.25
1,39.924914119538,116.53274717075548,2023-01-01 14:13:41.657768,2023-01-01 17:34:41.657768,201.0
1,39.92490774897734,116.53274643393881,2023-01-01 17:35:41.657768,2023-01-02 08:03:32.668672,867.8501817333333
1,39.878080271892195,116.49933031540897,2023-01-02 08:17:02.668672,2023-01-02 11:49:11.064148,212.1399246
1,39.87857779502289,116.42789507184202,2023-01-02 12:14:11.064148,2023-01-02 13:51:00.912202,96.8308009
1,39.878092645950964,116.4993126147097,2023-01-02 14:54:00.912202,2023-01-02 19:38:58.930376,284.9669695666667
1,39.94182864675924,116.31677468199352,2023-01-02 20:29:28.930376,2023-01-02 21:09:21.998070,39.884461566666666
1,39.92490991664927,116.53275215340126,2023-01-02 22:03:51.998070,2023-01-03 04:19:00.000000,375.13336549999997
1,39.9249008037399,116.53275496292243,2023-01-03 04:20:00.000000,2023-01-03 07:04:34.201157,164.57001928333332
1,39.878079106709734,116.49932242295134,2023-01-03 07:18:34.201157,2023-01-03 11:06:14.944973,227.6790636
1,39.93907076766856,116.23515103114877,2023-01-03 15:07:59.944973,2023-01-03 15:18:59.944973,11.0
1,39.939148442547086,116.23502408859268,2023-01-03 15:19:59.944973,2023-01-03 16:14:46.657700,54.77854545
1,39.87807203057816,116.4993216171171,2023-01-03 18:16:01.657700,2023-01-03 18:55:16.657700,39.25
1,39.878098664117964,116.49931760654489,2023-01-03 18:56:16.657700,2023-01-03 22:20:55.210050,204.64253916666667
1,39.924902987475974,116.53274949987508,2023-01-03 22:38:25.210050,2023-01-04 07:09:41.537800,511.2721291666667
1,39.87809024322866,116.49933000409732,2023-01-04 07:25:26.537800,2023-01-04 11:36:45.907564,251.3228294
1,40.0377052536428,116.20028491505742,2023-01-04 13:32:00.907564,2023-01-04 14:45:00.544303,72.99394564999999
1,39.87809193382877,116.49933118324132,2023-01-04 20:41:15.544303,2023-01-04 23:08:00.544303,146.75
1,39.87806914570635,116.49932744195561,2023-01-04 23:09:00.544303,2023-01-04 23:59:00.544303,50.0
1,39.92486746544984,116.53268219858609,2023-01-05 02:47:41.570346,2023-01-05 03:02:00.000000,14.307160900000001
1,39.92491387068719,116.53274882409836,2023-01-05 03:03:00.000000,2023-01-05 07:56:21.210052,293.35350086666665
1,39.87808647005684,116.49932232966204,2023-01-05 08:12:51.210052,2023-01-05 12:26:29.418907,253.63681425000001
1,39.939112480855535,116.23502742155308,2023-01-05 13:53:44.418907,2023-01-05 14:13:59.418907,20.25
1,39.93917363767748,116.23499873777924,2023-01-05 14:14:59.418907,2023-01-05 14:59:44.888929,44.7578337
1,39.878100704588626,116.49932122676996,2023-01-05 17:53:29.888929,2023-01-05 22:01:44.495580,248.24344418333334
1,39.94179373765954,116.3168307720766,2023-01-05 22:52:14.495580,2023-01-05 23:09:29.495580,17.25
1,39.94183073677632,116.31679612699867,2023-01-05 23:10:29.495580,2023-01-06 00:00:30.634939,50.01898931666666
1,39.9249050351638,116.53274717980067,2023-01-06 00:55:00.000000,2023-01-06 07:37:40.431008,402.6738501333333
1,39.87807051821282,116.49932195887193,2023-01-06 07:49:25.431008,2023-01-06 12:03:02.123223,253.61153691666667
1,39.941842051689115,116.31694784328884,2023-01-06 13:06:47.123223,2023-01-06 13:13:02.123223,6.25
1,39.941855280473796,116.3167952301905,2023-01-06 13:14:02.123223,2023-01-06 14:14:06.822512,60.07832148333333
1,39.87809071202564,116.49931152760882,2023-01-06 17:28:06.822512,2023-01-06 18:48:51.822512,80.75
1,39.87808103868954,116.49934210128968,2023-01-06 18:49:51.822512,2023-01-06 21:08:58.811942,139.1164905
1,39.92482660384119,116.53269282257348,2023-01-06 21:25:58.811942,2023-01-06 21:32:13.811942,6.25
1,39.92491483810334,116.53275491874416,2023-01-06 21:33:13.811942,2023-01-07 07:45:12.187165,611.9729203833334
1,39.94186298190507,116.31680557918332,2023-01-07 08:39:42.187165,2023-01-07 09:55:57.187165,76.25
1,39.94185037317537,116.31680089425701,2023-01-07 09:56:57.187165,2023-01-07 11:02:15.886305,65.31165233333334
1,39.92490725834984,116.53274900964075,2023-01-07 11:57:00.886305,2023-01-09 08:31:28.833315,2674.4657835000003
1,39.878082099289955,116.4993072560082,2023-01-09 08:46:13.833315,2023-01-09 13:04:14.191683,258.0059728
1,40.03764606551584,116.20044702624111,2023-01-09 17:55:29.191683,2023-01-09 18:04:14.191683,8.75
1,40.037694637684616,116.20028647397444,2023-01-09 18:05:14.191683,2023-01-09 18:51:25.272272,46.184676483333334
1,39.87806299362629,116.49933169084186,2023-01-09 21:21:25.272272,2023-01-09 23:59:40.272272,158.25
1,39.92491027141151,116.53274680042539,2023-01-10 01:30:00.000000,2023-01-10 07:29:37.773409,359.6295568166667
1,39.87809563827637,116.49932840952013,2023-01-10 07:40:37.773409,2023-01-10 12:28:00.737219,287.3827301666667
1,39.86127462840311,116.45276183387968,2023-01-10 12:59:30.737219,2023-01-10 13:18:00.737219,18.5
1,39.86128831887324,116.452680244837,2023-01-10 13:19:00.737219,2023-01-10 14:09:35.135131,50.57329853333333
1,39.878103636230904,116.49931924040251,2023-01-10 14:24:50.135131,2023-01-10 18:38:42.343633,253.8701417
1,39.92491051456179,116.53275424071889,2023-01-10 18:55:57.343633,2023-01-11 08:08:56.411178,792.9844590833333
1,39.87808254899833,116.49931067775677,2023-01-11 08:20:11.411178,2023-01-11 12:23:08.115708,242.9450755
1,39.93914944529839,116.23499851898094,2023-01-11 13:44:53.115708,2023-01-11 14:34:16.323183,49.38679125
1,39.878081361644206,116.49934358325828,2023-01-11 16:46:16.323183,2023-01-11 20:50:14.249464,243.96543801666667
1,39.92490802912317,116.53274641933228,2023-01-11 21:07:29.249464,2023-01-12 08:21:10.725611,673.6912691166667
1,39.878079510309114,116.49932707176043,2023-01-12 08:33:55.725611,2023-01-12 12:29:29.745639,235.56700046666668
